#ID;S1;S2;S3;S4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae;1103;671;694;1414
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales;1098;138;552;397
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|n__Methanohalobium_evestigatum_Z-7303;1097;643;843;935
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanococcoides|n__Methanococcoides_methylutens_MM1;1088;424;524;703
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|n__Polaromonas_naphthalenivorans_CJ2;1053;432;631;735
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|n__Alcanivorax_pacificus_W11-5;1024;410;506;883
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax;1021;529;635;890
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|n__Methanolacinia_petrolearia_DSM_11571;999;599;894;1174
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae;991;83;499;328
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella;981;534;559;880
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium;980;646;579;1287
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_marincola;974;209;258;448
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Thauera;963;367;600;593
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae;959;656;473;1475
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._HG01;959;1451;520;3394
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|g__Methanosaeta|n__Methanosaeta_concilii_GP6;956;481;964;755
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta|n__Spirochaeta_smaragdinae_DSM_11293;955;340;561;744
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|n__Halomonas_elongata_DSM_2581;944;1244;559;3018
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group;939;392;674;812
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax;938;492;448;1256
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfobacter;935;758;553;1679
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_aeruginosa_group|n__Pseudomonas_oleovorans/pseudoalcaligenes_group|n__Pseudomonas_pseudoalcaligenes_CECT_5344;926;324;727;468
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._phDV1;925;350;546;618
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas;924;515;647;1201
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae;922;385;687;892
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_hydrothermalis;917;739;540;1766
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Thauera|s__Thauera_humireducens;916;403;564;655
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._NY-011;862;1159;531;2560
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces;859;612;925;2517
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales;841;575;644;1212
n__root|n__cellular_organisms|d__Bacteria_2|c__Thermotogae_188708|f__Kosmotogaceae|g__Kosmotoga|n__Kosmotoga_olearia_TBF_19.5.1;815;324;471;563
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Desulfuromonas_sp._WTL;796;384;485;784
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Vibrionaceae|g__Vibrio;792;293;452;642
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfuromonadales|g__Pelobacter;792;440;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|s__Comamonadaceae_bacterium_B1;792;263;438;379
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|n__Desulfurivibrio_alkaliphilus_AHT2;767;695;448;1768
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfococcus;765;905;470;2171
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae;764;332;437;487
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia;753;362;510;897
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae;752;373;4;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|s__Dichelobacter_nodosus;750;454;506;863
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Tsukamurella|s__Tsukamurella_tyrosinosolvens;736;568;554;654
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|s__Alkalitalea_saponilacus;730;234;398;480
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|n__Chromohalobacter_salexigens_DSM_3043;728;1069;589;2478
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_media;721;285;455;487
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|n__Stenotrophomonas_maltophilia_group|s__Stenotrophomonas_maltophilia;715;448;653;876
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|s__Faecalibacterium_prausnitzii;709;316;431;453
n__root|n__other_sequences;706;502;540;887
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_fluorescens_group|s__Pseudomonas_fluorescens;704;375;375;843
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|n__Enterobacter_cloacae_complex|s__Enterobacter_cloacae;701;537;370;1209
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|n__Desulfovibrio_gigas_DSM_1382_=_ATCC_19364;700;597;448;1411
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|n__unclassified_Gammaproteobacteria|n__Thiohalobacter|s__Thiohalobacter_thiocyanaticus;695;397;47;156
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfobulbus|n__Desulfobulbus_propionicus_DSM_2032;687;673;332;1342
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._GBPy5;683;336;389;805
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Sulfurospirillum;679;150;308;282
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|n__Alcanivorax_dieselolei_B5;677;290;345;641
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|f__Thermaceae|g__Thermus|s__Thermus_brockianus;676;257;380;403
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|n__Alkalilimnicola_ehrlichii_MLHE-1;664;383;352;855
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae;664;512;430;822
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter;658;74;209;113
n__root|n__cellular_organisms|d__Bacteria_2|c__Thermotogae_188708|f__Kosmotogaceae|g__Kosmotoga;652;281;357;452
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfuromonadales|g__Pelobacter|n__Pelobacter_propionicus_DSM_2379;651;514;384;1268
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_aeruginosa_group|s__Pseudomonas_mendocina;624;385;444;832
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_formicicum;624;264;349;1233
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_algae;609;260;404;556
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanoculleus|s__Methanoculleus_bourgensis;609;414;425;744
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales;605;404;428;923
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Ectothiorhodospira|s__Ectothiorhodospira_sp._BSL-9;603;268;309;724
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Neptunomonas|s__Neptunomonas_phycophila;603;420;443;675
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sphaerochaeta|n__Sphaerochaeta_globosa_str._Buddy;594;177;286;327
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium;589;152;501;668
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_vulgaris|n__Desulfovibrio_vulgaris_str._'Miyazaki_F';587;499;415;1310
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|g__Bacteroides;586;243;464;467
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas;573;334;387;951
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfotomaculum|n__Desulfotomaculum_gibsoniae_DSM_7213;568;341;408;705
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._BJGMM-B45;561;459;282;1107
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_subglaciescola;558;573;354;1509
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|n__Methanofollis_liminatans_DSM_4140;556;430;404;854
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Halanaerobiales;551;290;422;692
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Cytophagales;545;272;355;720
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga|s__Methylophaga_frappieri;543;300;398;892
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter;542;88;282;264
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii;542;176;458;429
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella;528;216;292;396
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_ferrophilus;524;459;312;757
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales;521;239;388;792
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae;513;210;603;1105
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae;511;281;239;605
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions;501;422;416;1202
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|s__Zobellella_denitrificans;486;187;279;515
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_campestris;484;231;277;333
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia;482;291;285;775
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales;477;232;433;916
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales;475;280;367;822
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|f__Thermaceae|g__Thermus|s__Thermus_thermophilus;473;271;325;426
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|s__Oleiphilus_messinensis;466;136;264;403
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_pelagia;459;211;186;583
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii;454;219;200;493
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales;453;330;261;383
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|n__Halothermothrix_orenii_H_168;452;253;285;564
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|s__Cloacibacterium_normanense;451;63;317;259
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|n__unclassified_Gammaproteobacteria|s__Sedimenticola_sp._SIP-G1;439;152;288;453
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli;437;156;313;388
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|g__Hahella|n__Hahella_chejuensis_KCTC_2396;436;186;367;843
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sabulinigri;435;190;216;464
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|n__Desulfovibrio_africanus_str._Walvis_Bay;434;348;371;953
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|f__Chlorobiaceae|n__Chlorobium/Pelodictyon_group|g__Chlorobium|n__Chlorobium_phaeobacteroides_BS1;432;188;283;350
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|n__Pseudoxanthomonas_spadix_BD-a59;430;165;161;379
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|f__Sphingobacteriaceae;430;186;333;533
n__root|n__cellular_organisms|d__Bacteria_2|f__Deferribacteraceae|n__Denitrovibrio_acetiphilus_DSM_12809;429;200;285;377
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_litoralis;423;233;265;599
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|n__Halobacteroides_halobius_DSM_5150;422;124;319;431
n__root|n__cellular_organisms|d__Archaea;421;149;401;453
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus;419;205;273;588
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|s__Oceanimonas_sp._GK1;416;140;190;363
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_psychrotolerans;414;177;172;350
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|s__Tannerella_forsythia|n__Tannerella_forsythia_92A2;409;415;227;1060
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Microbulbifer;409;174;168;343
n__root|n__cellular_organisms|d__Bacteria_2|c__Thermotogae_188708|f__Kosmotogaceae;407;171;208;238
n__root|n__cellular_organisms|d__Bacteria_2|c__Thermotogae_188708|n__Petrotogaceae;404;72;163;87
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|n__Clostridiales_incertae_sedis|s__Soehngenia_sp._W6;404;150;269;320
n__root|n__cellular_organisms|d__Bacteria_2|c__Thermotogae_188708|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_pacifica;404;173;195;257
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Ectothiorhodospira|s__Ectothiorhodospira_haloalkaliphila;403;156;242;345
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386;398;191;228;421
